取出情報,ダム,,,,,,
取出間隔,10分間隔,,,,,,
取出期間,　2023/06/25〜,,　2023/07/02,,,,
,,,,,,,
ダム名,厚東川ダム,,,,,,
洪水量,300,,,,,,
観測時刻,60分雨量,累加雨量,貯水位,貯水率,流入量,全放流量,調整流量
　2023/06/25 00:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 00:20,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 00:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 00:40,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 00:50,,,36.75,97.1,6.14,6.12,-0.02
　2023/06/25 01:00,0,0,36.75,97.1,6.14,6.13,-0.01
　2023/06/25 01:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 01:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 01:30,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 01:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 01:50,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 02:00,0,0,36.75,97.1,6.13,6.13,0
　2023/06/25 02:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 02:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 02:30,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 02:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 02:50,,,36.75,97.1,6.13,6.13,0
　2023/06/25 03:00,0,0,36.75,97.1,6.13,6.11,-0.02
　2023/06/25 03:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 03:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 03:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 03:40,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 03:50,,,36.75,97.1,6.13,6.11,-0.02
　2023/06/25 04:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 04:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 04:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 04:30,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 04:40,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 04:50,,,36.75,97.1,6.13,6.13,0
　2023/06/25 05:00,0,0,36.75,97.1,6.14,6.14,0
　2023/06/25 05:10,,,36.75,97.1,6.14,6.12,-0.02
　2023/06/25 05:20,,,36.75,97.1,6.13,6.15,0.02
　2023/06/25 05:30,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 05:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 05:50,,,36.75,97.1,6.13,6.13,0
　2023/06/25 06:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 06:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 06:20,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 06:30,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 06:40,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 06:50,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 07:00,0,0,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 07:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 07:20,,,36.75,97.1,6.13,6.16,0.03
　2023/06/25 07:30,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 07:40,,,36.75,97.1,6.13,6.15,0.02
　2023/06/25 07:50,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 08:00,0,0,36.75,97.1,6.13,6.13,0
　2023/06/25 08:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 08:20,,,36.75,97.1,6.13,6.11,-0.02
　2023/06/25 08:30,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 08:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 08:50,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 09:00,0,0,36.75,97.1,6.13,6.13,0
　2023/06/25 09:10,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 09:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 09:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 09:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 09:50,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 10:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 10:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 10:20,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 10:30,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 10:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 10:50,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 11:00,0,0,36.75,97.1,6.13,6.13,0
　2023/06/25 11:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 11:20,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 11:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 11:40,,,36.75,97.1,6.13,6.11,-0.02
　2023/06/25 11:50,,,36.75,97.1,6.13,6.13,0
　2023/06/25 12:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 12:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 12:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 12:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 12:40,,,36.75,97.1,6.13,6.13,0
　2023/06/25 12:50,,,36.75,97.1,6.13,6.13,0
　2023/06/25 13:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 13:10,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 13:20,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 13:30,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 13:40,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 13:50,,,36.75,97.1,6.13,6.11,-0.02
　2023/06/25 14:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 14:10,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 14:20,,,36.75,97.1,6.13,6.13,0
　2023/06/25 14:30,,,36.75,97.1,6.12,6.14,0.02
　2023/06/25 14:40,,,36.75,97.1,6.12,6.13,0.01
　2023/06/25 14:50,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 15:00,0,0,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 15:10,,,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 15:20,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 15:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 15:40,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 15:50,,,36.75,97.1,6.13,6.15,0.02
　2023/06/25 16:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 16:10,,,36.75,97.1,6.14,6.14,0
　2023/06/25 16:20,,,36.75,97.1,6.14,6.14,0
　2023/06/25 16:30,,,36.75,97.1,6.14,6.13,-0.01
　2023/06/25 16:40,,,36.75,97.1,6.14,6.14,0
　2023/06/25 16:50,,,36.75,97.1,6.14,6.14,0
　2023/06/25 17:00,0,0,36.75,97.1,6.14,6.13,-0.01
　2023/06/25 17:10,,,36.75,97.1,6.13,6.13,0
　2023/06/25 17:20,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 17:30,,,36.75,97.1,6.13,6.13,0
　2023/06/25 17:40,,,36.75,97.1,6.13,6.14,0.01
　2023/06/25 17:50,,,36.75,97.1,6.13,6.15,0.02
　2023/06/25 18:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 18:10,,0,36.75,97.1,6.13,6.13,0
　2023/06/25 18:20,,0,36.75,97.1,6.13,6.13,0
　2023/06/25 18:30,,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 18:40,,0,36.75,97.1,6.13,6.13,0
　2023/06/25 18:50,,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 19:00,0,0,36.75,97.1,6.13,6.14,0.01
　2023/06/25 19:10,0,0,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 19:20,0,0,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 19:30,0,0,36.75,97.1,6.13,6.12,-0.01
　2023/06/25 19:40,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 19:50,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 20:00,0,0,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 20:10,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 20:20,0,0,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 20:30,0,0,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 20:40,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 20:50,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 21:00,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 21:10,0,0,36.75,97.1,6.12,6.12,0
　2023/06/25 21:20,1,1,36.75,97.1,6.12,6.13,0.01
　2023/06/25 21:30,1,1,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 21:40,1,1,36.75,97.1,6.12,6.12,0
　2023/06/25 21:50,2,2,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 22:00,2,2,36.75,97.1,6.12,6.12,0
　2023/06/25 22:10,2,2,36.75,97.1,6.12,6.12,0
　2023/06/25 22:20,2,3,36.75,97.1,6.12,6.13,0.01
　2023/06/25 22:30,2,3,36.75,97.1,6.12,6.12,0
　2023/06/25 22:40,2,3,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 22:50,2,4,36.75,97.1,6.12,6.12,0
　2023/06/25 23:00,2,4,36.75,97.1,6.12,6.12,0
　2023/06/25 23:10,3,5,36.75,97.1,6.12,6.13,0.01
　2023/06/25 23:20,3,6,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 23:30,4,7,36.75,97.1,6.12,6.13,0.01
　2023/06/25 23:40,5,8,36.75,97.1,6.12,6.11,-0.01
　2023/06/25 23:50,5,9,36.75,97.1,6.12,6.12,0
　2023/06/25 24:00,6,10,36.75,97.1,6.12,6.11,-0.01
　2023/06/26 00:10,6,11,36.76,97.2,11.24,6.12,-5.12
　2023/06/26 00:20,7,13,36.76,97.2,11.81,6.12,-5.69
　2023/06/26 00:30,7,14,36.76,97.2,11.81,6.13,-5.68
　2023/06/26 00:40,7,15,36.76,97.2,11.81,6.12,-5.69
　2023/06/26 00:50,7,16,36.76,97.2,11.82,6.12,-5.7
　2023/06/26 01:00,8,18,36.77,97.4,17.51,6.12,-11.39
　2023/06/26 01:10,7,18,36.77,97.4,12.38,6.11,-6.27
　2023/06/26 01:20,7,20,36.77,97.4,11.81,6.12,-5.69
　2023/06/26 01:30,7,21,36.77,97.4,11.82,8.56,-3.26
　2023/06/26 01:40,6,21,36.78,97.5,15.51,8.6,-6.91
　2023/06/26 01:50,11,27,36.78,97.5,18.24,9.19,-9.05
　2023/06/26 02:00,15,33,36.79,97.6,17.62,9.18,-8.44
　2023/06/26 02:10,19,37,36.8,97.7,20.4,9.17,-11.23
　2023/06/26 02:20,22,42,36.81,97.8,27.76,9.16,-18.6
　2023/06/26 02:30,25,46,36.81,97.8,31.69,9.16,-22.53
　2023/06/26 02:40,30,51,36.82,97.9,34.23,9.16,-25.07
　2023/06/26 02:50,30,57,36.83,98,35.43,9.16,-26.27
　2023/06/26 03:00,28,61,36.85,98.3,41.75,9.17,-32.58
　2023/06/26 03:10,27,64,36.87,98.5,49.78,9.18,-40.6
　2023/06/26 03:20,29,71,36.88,98.6,51.52,9.18,-42.34
　2023/06/26 03:30,25,71,36.9,98.8,52.09,9.18,-42.91
　2023/06/26 03:40,20,71,36.91,99,57.86,9.18,-48.68
　2023/06/26 03:50,14,71,36.93,99.2,63.72,9.2,-54.52
　2023/06/26 04:00,10,71,36.93,99.2,58.07,9.2,-48.87
　2023/06/26 04:10,7,71,36.94,99.3,51.26,9.19,-42.07
　2023/06/26 04:20,0,71,36.96,99.5,51.39,9.19,-42.2
　2023/06/26 04:30,0,71,36.97,99.7,56.09,9.19,-46.9
　2023/06/26 04:40,0,71,36.97,99.7,48.57,30.93,-17.64
　2023/06/26 04:50,0,71,36.97,99.7,42.95,36.52,-6.43
　2023/06/26 05:00,0,71,36.99,99.9,48.47,36.59,-11.88
　2023/06/26 05:10,0,71,36.99,99.9,55.18,47.18,-8
　2023/06/26 05:20,0,71,36.99,99.9,52.8,52.8,0
　2023/06/26 05:30,0,71,36.98,99.8,48.11,58.34,10.23
　2023/06/26 05:40,1,72,36.98,99.8,49.99,58.34,8.35
　2023/06/26 05:50,1,72,36.98,99.8,54.51,58.33,3.82
　2023/06/26 06:00,1,72,36.98,99.8,51.95,58.33,6.38
　2023/06/26 06:10,1,72,36.98,99.8,49.94,58.33,8.39
　2023/06/26 06:20,2,73,36.97,99.7,46.32,52.67,6.35
　2023/06/26 06:30,2,73,36.97,99.7,49,52.68,3.68
　2023/06/26 06:40,1,73,36.97,99.7,50.4,52.68,2.28
　2023/06/26 06:50,1,73,36.96,99.5,47.71,47.04,-0.67
　2023/06/26 07:00,1,73,36.96,99.5,42.1,47.02,4.92
　2023/06/26 07:10,1,73,36.96,99.5,40.21,47.01,6.8
　2023/06/26 07:20,0,73,36.96,99.5,43.81,47.02,3.21
　2023/06/26 07:30,0,73,36.96,99.5,43.42,47.01,3.59
　2023/06/26 07:40,0,73,36.96,99.5,42.48,47,4.52
　2023/06/26 07:50,0,73,36.96,99.5,43.29,47.01,3.72
　2023/06/26 08:00,0,73,36.96,99.5,47.01,47.01,0
　2023/06/26 08:10,0,73,36.95,99.4,41.78,46.97,5.19
　2023/06/26 08:20,0,73,36.95,99.4,41.17,39.71,-1.46
　2023/06/26 08:30,0,73,36.95,99.4,40.23,38.73,-1.5
　2023/06/26 08:40,0,73,36.95,99.4,38.82,33.16,-5.66
　2023/06/26 08:50,0,73,36.95,99.4,36.69,31.04,-5.65
　2023/06/26 09:00,0,73,36.95,99.4,34.03,20.5,-13.53
　2023/06/26 09:10,0,73,36.96,99.5,36.62,20.12,-16.5
　2023/06/26 09:20,0,73,36.96,99.5,35.53,14.71,-20.82
　2023/06/26 09:30,0,73,36.96,99.5,32.96,14.44,-18.52
　2023/06/26 09:40,0,73,36.96,99.5,28.98,14.79,-14.19
　2023/06/26 09:50,0,73,36.97,99.7,26.32,14.8,-11.52
　2023/06/26 10:00,0,73,36.97,99.7,28.83,14.81,-14.02
　2023/06/26 10:10,0,73,36.97,99.7,26.1,14.78,-11.32
　2023/06/26 10:20,0,73,36.97,99.7,22.44,14.8,-7.64
　2023/06/26 10:30,0,73,36.98,99.8,24.07,14.8,-9.27
　2023/06/26 10:40,0,73,36.99,99.9,27.81,20.38,-7.43
　2023/06/26 10:50,0,73,36.99,99.9,32.9,25.71,-7.19
　2023/06/26 11:00,0,73,36.99,99.9,29.41,25.92,-3.49
　2023/06/26 11:10,0,73,36.99,99.9,31.25,25.89,-5.36
　2023/06/26 11:20,0,73,36.99,99.9,33.08,25.93,-7.15
　2023/06/26 11:30,0,73,36.99,99.9,31.45,25.97,-5.48
　2023/06/26 11:40,0,73,36.99,99.9,29.58,24.85,-4.73
　2023/06/26 11:50,0,73,36.99,99.9,25.75,25.97,0.22
　2023/06/26 12:00,0,73,36.99,99.9,25.86,25.98,0.12
　2023/06/26 12:10,0,73,36.99,99.9,25.88,25.98,0.1
　2023/06/26 12:20,0,73,36.99,99.9,25.91,25.98,0.07
　2023/06/26 12:30,0,73,36.99,99.9,25.92,25.98,0.06
　2023/06/26 12:40,0,73,37,100,27.08,25.99,-1.09
　2023/06/26 12:50,0,73,37,100,32.13,31.01,-1.12
　2023/06/26 13:00,0,0,37,100,32.96,31.02,-1.94
　2023/06/26 13:10,0,0,37,100,33.75,31.03,-2.72
　2023/06/26 13:20,0,0,37,100,34.55,36.62,2.07
　2023/06/26 13:30,0,0,37,100,36.02,36.57,0.55
　2023/06/26 13:40,1,1,36.99,99.9,31.4,36.46,5.06
　2023/06/26 13:50,1,1,36.99,99.9,27.56,36.6,9.04
　2023/06/26 14:00,1,1,36.99,99.9,28.5,36.09,7.59
　2023/06/26 14:10,1,1,36.99,99.9,29.45,36.5,7.05
　2023/06/26 14:20,1,1,36.99,99.9,30.37,36.37,6
　2023/06/26 14:30,1,1,36.99,99.9,30.63,36.62,5.99
　2023/06/26 14:40,0,1,36.99,99.9,35.85,36.38,0.53
　2023/06/26 14:50,0,1,36.98,99.8,32.96,36.59,3.63
　2023/06/26 15:00,0,1,36.98,99.8,30.38,30.98,0.6
　2023/06/26 15:10,0,1,36.98,99.8,29.5,30.72,1.22
　2023/06/26 15:20,0,1,36.98,99.8,28.6,31.01,2.41
　2023/06/26 15:30,0,1,36.98,99.8,27.69,30.83,3.14
　2023/06/26 15:40,0,1,36.98,99.8,26.71,31,4.29
　2023/06/26 15:50,0,1,36.98,99.8,29.25,31.01,1.76
　2023/06/26 16:00,0,1,36.98,99.8,30.9,31,0.1
　2023/06/26 16:10,0,1,36.98,99.8,30.88,30.99,0.11
　2023/06/26 16:20,0,1,36.97,99.7,25.09,27.98,2.89
　2023/06/26 16:30,0,1,36.97,99.7,24.59,25.89,1.3
　2023/06/26 16:40,0,1,36.97,99.7,23.8,25.98,2.18
　2023/06/26 16:50,0,1,36.97,99.7,22.99,25.98,2.99
　2023/06/26 17:00,0,1,36.97,99.7,22.15,25.98,3.83
　2023/06/26 17:10,0,1,36.97,99.7,21.31,25.98,4.67
　2023/06/26 17:20,0,1,36.97,99.7,26.29,25.97,-0.32
　2023/06/26 17:30,0,1,36.97,99.7,25.96,26,0.04
　2023/06/26 17:40,0,1,36.97,99.7,25.97,25.97,0
　2023/06/26 17:50,0,1,36.97,99.7,25.97,25.7,-0.27
　2023/06/26 18:00,0,1,36.97,99.7,25.96,25.96,0
　2023/06/26 18:10,0,1,36.97,99.7,25.94,25.82,-0.12
　2023/06/26 18:20,0,1,36.97,99.7,25.92,25.97,0.05
　2023/06/26 18:30,0,1,36.97,99.7,25.92,25.62,-0.3
　2023/06/26 18:40,0,1,36.97,99.7,25.9,25.97,0.07
　2023/06/26 18:50,0,1,36.97,99.7,25.9,25.9,0
　2023/06/26 19:00,0,1,36.97,99.7,25.91,25.97,0.06
　2023/06/26 19:10,0,1,36.97,99.7,25.92,25.97,0.05
　2023/06/26 19:20,0,1,36.97,99.7,25.94,25.82,-0.12
　2023/06/26 19:30,0,1,36.97,99.7,25.93,25.97,0.04
　2023/06/26 19:40,0,1,36.97,99.7,25.95,25.9,-0.05
　2023/06/26 19:50,0,1,36.97,99.7,25.95,25.98,0.03
　2023/06/26 20:00,0,0,36.97,99.7,25.95,25.98,0.03
　2023/06/26 20:10,0,0,36.97,99.7,25.95,25.99,0.04
　2023/06/26 20:20,0,0,36.97,99.7,25.95,25.82,-0.13
　2023/06/26 20:30,0,0,36.97,99.7,25.94,25.97,0.03
　2023/06/26 20:40,0,0,36.97,99.7,25.94,25.98,0.04
　2023/06/26 20:50,0,0,36.97,99.7,25.94,25.98,0.04
　2023/06/26 21:00,0,0,36.97,99.7,25.94,25.98,0.04
　2023/06/26 21:10,0,0,36.97,99.7,25.94,25.98,0.04
　2023/06/26 21:20,0,0,36.97,99.7,25.95,25.98,0.03
　2023/06/26 21:30,0,0,36.97,99.7,25.97,25.96,-0.01
　2023/06/26 21:40,0,0,36.97,99.7,25.97,25.98,0.01
　2023/06/26 21:50,0,0,36.97,99.7,25.96,24.94,-1.02
　2023/06/26 22:00,0,0,36.97,99.7,25.83,24.87,-0.96
　2023/06/26 22:10,0,0,36.97,99.7,25.66,24.98,-0.68
　2023/06/26 22:20,0,0,36.96,99.5,23.16,24.96,1.8
　2023/06/26 22:30,0,0,36.96,99.5,19.51,24.66,5.15
　2023/06/26 22:40,0,0,36.96,99.5,19.31,24.98,5.67
　2023/06/26 22:50,0,0,36.96,99.5,19.13,24.98,5.85
　2023/06/26 23:00,0,0,36.96,99.5,19.09,24.74,5.65
　2023/06/26 23:10,0,0,36.96,99.5,19.09,24.98,5.89
　2023/06/26 23:20,0,0,36.96,99.5,21.42,24.97,3.55
　2023/06/26 23:30,0,0,36.96,99.5,24.49,19.4,-5.09
　2023/06/26 23:40,0,0,36.96,99.5,23.59,19.4,-4.19
　2023/06/26 23:50,0,0,36.96,99.5,22.68,19.4,-3.28
　2023/06/26 24:00,0,0,36.96,99.5,21.75,19.4,-2.35
　2023/06/27 00:10,0,0,36.96,99.5,20.83,19.4,-1.43
　2023/06/27 00:20,0,0,36.96,99.5,19.91,19.4,-0.51
　2023/06/27 00:30,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 00:40,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 00:50,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:00,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:10,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:20,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:30,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:40,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 01:50,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 02:00,0,0,36.96,99.5,19.39,19.41,0.02
　2023/06/27 02:10,0,0,36.96,99.5,19.38,19.4,0.02
　2023/06/27 02:20,0,0,36.96,99.5,19.37,19.4,0.03
　2023/06/27 02:30,0,0,36.96,99.5,19.37,19.4,0.03
　2023/06/27 02:40,0,0,36.96,99.5,19.37,19.39,0.02
　2023/06/27 02:50,0,0,36.96,99.5,19.36,19.4,0.04
　2023/06/27 03:00,0,0,36.96,99.5,19.36,19.4,0.04
　2023/06/27 03:10,0,0,36.96,99.5,19.38,19.4,0.02
　2023/06/27 03:20,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 03:30,0,0,36.96,99.5,19.39,19.4,0.01
　2023/06/27 03:40,0,0,36.96,99.5,19.39,19.39,0
　2023/06/27 03:50,0,0,36.96,99.5,19.39,19.39,0
　2023/06/27 04:00,0,0,36.96,99.5,19.39,19.39,0
　2023/06/27 04:10,0,0,36.96,99.5,19.39,19.19,-0.2
　2023/06/27 04:20,0,0,36.96,99.5,19.38,19.39,0.01
　2023/06/27 04:30,0,0,36.95,99.4,18.8,19.39,0.59
　2023/06/27 04:40,0,0,36.95,99.4,13.56,19.38,5.82
　2023/06/27 04:50,0,0,36.95,99.4,13.55,19.38,5.83
　2023/06/27 05:00,0,0,36.95,99.4,13.55,19.38,5.83
　2023/06/27 05:10,0,0,36.95,99.4,13.55,19.11,5.56
　2023/06/27 05:20,0,0,36.95,99.4,13.54,19.25,5.71
　2023/06/27 05:30,0,0,36.95,99.4,14.11,19.39,5.28
　2023/06/27 05:40,0,0,36.95,99.4,19.35,19.39,0.04
　2023/06/27 05:50,0,0,36.95,99.4,19.36,19.39,0.03
　2023/06/27 06:00,0,0,36.95,99.4,19.35,19.35,0
　2023/06/27 06:10,0,0,36.95,99.4,19.25,13.82,-5.43
　2023/06/27 06:20,0,0,36.95,99.4,18.47,13.81,-4.66
　2023/06/27 06:30,0,0,36.95,99.4,17.55,13.7,-3.85
　2023/06/27 06:40,0,0,36.95,99.4,16.61,13.82,-2.79
　2023/06/27 06:50,0,0,36.95,99.4,15.68,12.84,-2.84
　2023/06/27 07:00,0,0,36.95,99.4,14.4,9.69,-4.71
　2023/06/27 07:10,0,0,36.95,99.4,12.87,8.11,-4.76
　2023/06/27 07:20,0,0,36.95,99.4,11.92,9.05,-2.87
　2023/06/27 07:30,0,0,36.95,99.4,11.14,8.76,-2.38
　2023/06/27 07:40,0,0,36.96,99.5,13.27,9.13,-4.14
　2023/06/27 07:50,0,0,36.96,99.5,15.41,8.21,-7.2
　2023/06/27 08:00,0,0,36.96,99.5,14.99,8.5,-6.49
　2023/06/27 08:10,0,0,36.96,99.5,14.93,9.53,-5.4
　2023/06/27 08:20,0,0,36.96,99.5,14.96,9.6,-5.36
　2023/06/27 08:30,0,0,36.96,99.5,14.99,8.99,-6
　2023/06/27 08:40,0,0,36.96,99.5,12.13,10,-2.13
　2023/06/27 08:50,0,0,36.96,99.5,9.22,9.48,0.26
　2023/06/27 09:00,0,0,36.97,99.7,14.45,9.23,-5.22
　2023/06/27 09:10,0,0,36.97,99.7,15.05,9.7,-5.35
　2023/06/27 09:20,0,0,36.97,99.7,15.11,9.75,-5.36
　2023/06/27 09:30,0,0,36.97,99.7,15.1,9.93,-5.17
　2023/06/27 09:40,0,0,36.97,99.7,15.05,9.52,-5.53
　2023/06/27 09:50,0,0,36.98,99.8,19.71,8.92,-10.79
　2023/06/27 10:00,0,0,36.98,99.8,15.99,16.82,0.83
　2023/06/27 10:10,0,0,36.98,99.8,16.57,16.81,0.24
