取出情報,ダム,,,,,,
　2023/06/29 19:20,0,50,36.79,97.6,208.15,220.64,12.49
　2023/06/29 19:30,0,50,36.78,97.5,208.05,220.84,12.79
　2023/06/29 19:40,0,50,36.78,97.5,209.12,220.4,11.28
　2023/06/29 19:50,0,50,36.78,97.5,209.04,220.41,11.37
　2023/06/29 20:00,0,50,36.78,97.5,220.4,220.42,0.02
　2023/06/29 20:10,0,50,36.78,97.5,220.37,220.33,-0.04
　2023/06/29 20:20,0,50,36.78,97.5,220.36,220.4,0.04
　2023/06/29 20:30,0,50,36.78,97.5,220.37,220.31,-0.06
　2023/06/29 20:40,0,50,36.78,97.5,220.36,220.29,-0.07
　2023/06/29 20:50,0,50,36.78,97.5,220.36,220.41,0.05
　2023/06/29 21:00,0,50,36.78,97.5,220.36,220.41,0.05
　2023/06/29 21:10,0,50,36.78,97.5,220.38,220.48,0.1
　2023/06/29 21:20,0,50,36.77,97.4,208.99,220.15,11.16
　2023/06/29 21:30,0,50,36.76,97.2,206.61,219.8,13.19
　2023/06/29 21:40,0,50,36.76,97.2,197.32,219.66,22.34
　2023/06/29 21:50,0,50,36.76,97.2,206.53,206.52,-0.01
　2023/06/29 22:00,0,0,36.76,97.2,199.14,194.41,-4.73
　2023/06/29 22:10,0,0,36.75,97.1,196.49,185.11,-11.38
　2023/06/29 22:20,0,0,36.75,97.1,182.43,184.93,2.5
　2023/06/29 22:30,0,0,36.75,97.1,180.47,185.18,4.71
　2023/06/29 22:40,0,0,36.76,97.2,185.76,176.92,-8.84
　2023/06/29 22:50,0,0,36.76,97.2,193.26,176.76,-16.5
　2023/06/29 23:00,0,0,36.76,97.2,190.39,176.6,-13.79
　2023/06/29 23:10,0,0,36.76,97.2,182.44,176.43,-6.01
　2023/06/29 23:20,0,0,36.76,97.2,174.51,162.63,-11.88
　2023/06/29 23:30,0,0,36.76,97.2,169.89,153.7,-16.19
　2023/06/29 23:40,0,0,36.76,97.2,163.41,154.06,-9.35
　2023/06/29 23:50,0,0,36.77,97.4,163.81,135.92,-27.89
　2023/06/29 24:00,0,0,36.77,97.4,158.4,136.09,-22.31
　2023/06/30 00:10,1,1,36.78,97.5,161.54,132.26,-29.28
　2023/06/30 00:20,1,1,36.78,97.5,149.72,131.72,-18
　2023/06/30 00:30,1,1,36.79,97.6,150.61,132.37,-18.24
　2023/06/30 00:40,2,2,36.79,97.6,144.88,132.04,-12.84
　2023/06/30 00:50,2,2,36.8,97.7,151.54,132.1,-19.44
　2023/06/30 01:00,2,2,36.8,97.7,149.25,132.2,-17.05
　2023/06/30 01:10,1,2,36.8,97.7,143.49,132.02,-11.47
　2023/06/30 01:20,1,2,36.8,97.7,135.51,132.33,-3.18
　2023/06/30 01:30,1,2,36.81,97.8,138.98,132.19,-6.79
　2023/06/30 01:40,0,2,36.81,97.8,143.6,132.38,-11.22
　2023/06/30 01:50,0,2,36.81,97.8,143.66,132.49,-11.17
　2023/06/30 02:00,0,2,36.81,97.8,136.84,132.3,-4.54
　2023/06/30 02:10,0,2,36.81,97.8,132.3,132.16,-0.14
　2023/06/30 02:20,0,2,36.81,97.8,132.29,132.32,0.03
　2023/06/30 02:30,5,7,36.81,97.8,132.27,132.38,0.11
　2023/06/30 02:40,5,7,36.81,97.8,132.29,132.58,0.29
　2023/06/30 02:50,5,7,36.81,97.8,132.39,131.94,-0.45
　2023/06/30 03:00,5,7,36.81,97.8,132.42,132.44,0.02
　2023/06/30 03:10,6,8,36.8,97.7,123.2,131.84,8.64
　2023/06/30 03:20,6,8,36.8,97.7,120.74,132.03,11.29
　2023/06/30 03:30,1,8,36.79,97.6,113.87,132.28,18.41
　2023/06/30 03:40,1,8,36.79,97.6,118.49,131.76,13.27
　2023/06/30 03:50,1,8,36.79,97.6,120.83,132.39,11.56
　2023/06/30 04:00,1,8,36.78,97.5,116.3,131.99,15.69
　2023/06/30 04:10,0,8,36.77,97.4,115.06,131.7,16.64
　2023/06/30 04:20,0,8,36.77,97.4,109.19,131.48,22.29
　2023/06/30 04:30,0,8,36.77,97.4,115.41,112.25,-3.16
　2023/06/30 04:40,0,8,36.76,97.2,115.06,105.06,-10
　2023/06/30 04:50,0,8,36.76,97.2,105.04,104.96,-0.08
　2023/06/30 05:00,0,8,36.76,97.2,101.13,105.08,3.95
　2023/06/30 05:10,0,8,36.76,97.2,98.29,105.23,6.94
　2023/06/30 05:20,0,8,36.76,97.2,105.16,104.71,-0.45
　2023/06/30 05:30,0,8,36.76,97.2,105.12,104.75,-0.37
　2023/06/30 05:40,0,8,36.76,97.2,104.99,105.23,0.24
　2023/06/30 05:50,0,8,36.76,97.2,104.94,104.48,-0.46
　2023/06/30 06:00,0,8,36.76,97.2,104.9,104.8,-0.1
　2023/06/30 06:10,0,8,36.76,97.2,104.9,104.79,-0.11
　2023/06/30 06:20,0,8,36.75,97.1,94.66,105.16,10.5
　2023/06/30 06:30,0,8,36.75,97.1,93.63,104.86,11.23
　2023/06/30 06:40,1,9,36.75,97.1,93.64,104.87,11.23
　2023/06/30 06:50,1,9,36.75,97.1,103.83,104.65,0.82
　2023/06/30 07:00,1,9,36.74,97,96.83,104.52,7.69
　2023/06/30 07:10,1,9,36.74,97,93.31,104.6,11.29
　2023/06/30 07:20,1,9,36.74,97,93.25,104.44,11.19
　2023/06/30 07:30,1,9,36.73,96.9,96.65,104.36,7.71
　2023/06/30 07:40,0,9,36.73,96.9,93.22,104.84,11.62
　2023/06/30 07:50,0,9,36.72,96.8,89.86,104.67,14.81
　2023/06/30 08:00,0,9,36.72,96.8,86.46,104.36,17.9
　2023/06/30 08:10,0,9,36.72,96.8,93.36,104.7,11.34
　2023/06/30 08:20,0,9,36.71,96.7,87.63,104.29,16.66
　2023/06/30 08:30,0,9,36.7,96.6,90.9,104.09,13.19
　2023/06/30 08:40,0,9,36.7,96.6,81.61,104.21,22.6
　2023/06/30 08:50,0,9,36.7,96.6,90.52,104.19,13.67
　2023/06/30 09:00,0,9,36.69,96.4,89.39,103.95,14.56
　2023/06/30 09:10,0,9,36.68,96.3,91.66,103.91,12.25
　2023/06/30 09:20,0,9,36.68,96.3,81.45,104.04,22.59
　2023/06/30 09:30,0,9,36.68,96.3,87.08,103.68,16.6
　2023/06/30 09:40,0,9,36.67,96.2,83.66,103.82,20.16
　2023/06/30 09:50,0,9,36.66,96.1,89.27,103.69,14.42
　2023/06/30 10:00,0,9,36.66,96.1,81.26,103.65,22.39
　2023/06/30 10:10,1,10,36.65,96,86.85,103.67,16.82
　2023/06/30 10:20,1,10,36.65,96,84.59,104.11,19.52
　2023/06/30 10:30,2,11,36.64,95.9,85.81,103.65,17.84
　2023/06/30 10:40,2,11,36.63,95.8,84.82,103.47,18.65
　2023/06/30 10:50,3,12,36.63,95.8,81.55,103.34,21.79
　2023/06/30 11:00,3,12,36.63,95.8,88.38,105.85,17.47
　2023/06/30 11:10,2,12,36.62,95.7,86.43,104.08,17.65
　2023/06/30 11:20,2,12,36.61,95.5,87.84,105.13,17.29
　2023/06/30 11:30,1,12,36.6,95.4,80.27,104.04,23.77
　2023/06/30 11:40,2,13,36.6,95.4,79.1,104.78,25.68
　2023/06/30 11:50,1,13,36.59,95.3,83.61,105.27,21.66
　2023/06/30 12:00,1,13,36.58,95.2,81.28,94.75,13.47
　2023/06/30 12:10,1,13,36.57,95.1,76.4,103.85,27.45
　2023/06/30 12:20,1,13,36.57,95.1,75.12,104.97,29.85
　2023/06/30 12:30,1,13,36.56,95,80.77,104.93,24.16
　2023/06/30 12:40,0,13,36.55,94.9,82.3,104.51,22.21
　2023/06/30 12:50,1,14,36.54,94.8,77.85,103.3,25.45
　2023/06/30 13:00,4,17,36.54,94.8,75.27,103.51,28.24
　2023/06/30 13:10,12,25,36.54,94.8,87.37,105,17.63
　2023/06/30 13:20,19,32,36.54,94.8,97.38,104.9,7.52
　2023/06/30 13:30,33,46,36.54,94.8,103.16,148.95,45.79
　2023/06/30 13:40,34,47,36.54,94.8,126.4,147.92,21.52
　2023/06/30 13:50,33,47,36.54,94.8,148.15,192.18,44.03
　2023/06/30 14:00,30,47,36.54,94.8,170.93,193.27,22.34
　2023/06/30 14:10,22,47,36.53,94.6,161.67,191.83,30.16
　2023/06/30 14:20,15,47,36.53,94.6,159.12,171.22,12.1
　2023/06/30 14:30,1,47,36.52,94.5,158.12,171.73,13.61
　2023/06/30 14:40,0,47,36.51,94.4,160.95,170.45,9.5
　2023/06/30 14:50,0,47,36.5,94.3,149.56,179.77,30.21
　2023/06/30 15:00,1,48,36.51,94.4,154.28,178.81,24.53
　2023/06/30 15:10,1,48,36.5,94.3,157.65,199.03,41.38
　2023/06/30 15:20,1,48,36.49,94.2,167.93,199.86,31.93
　2023/06/30 15:30,1,48,36.47,94,158.5,198.79,40.29
　2023/06/30 15:40,1,48,36.47,94,163.24,198.94,35.7
　2023/06/30 15:50,1,48,36.45,93.7,162.08,197.97,35.89
　2023/06/30 16:00,0,48,36.44,93.6,163.94,197.6,33.66
　2023/06/30 16:10,0,48,36.42,93.4,153.45,197.13,43.68
　2023/06/30 16:20,1,49,36.4,93.2,143.17,243.45,100.28
　2023/06/30 16:30,5,53,36.37,92.9,147.28,242.74,95.46
　2023/06/30 16:40,16,64,36.37,92.9,166.07,242.73,76.66
　2023/06/30 16:50,23,71,36.35,92.6,197.96,242.39,44.43
　2023/06/30 17:00,28,76,36.32,92.3,191.34,241.52,50.18
　2023/06/30 17:10,30,78,36.29,92,171.68,277.54,105.86
　2023/06/30 17:20,30,79,36.27,91.8,168.19,276.16,107.97
　2023/06/30 17:30,29,82,36.27,91.8,199.45,276.38,76.93
　2023/06/30 17:40,25,89,36.26,91.7,235.67,276.08,40.41
　2023/06/30 17:50,23,94,36.24,91.4,241.9,294.91,53.01
　2023/06/30 18:00,19,95,36.26,91.7,260.83,295.89,35.06
　2023/06/30 18:10,18,96,36.28,91.9,292.25,296.76,4.51
　2023/06/30 18:20,18,97,36.29,92,336.38,325.79,-10.59
　2023/06/30 18:30,16,98,36.3,92.1,351.15,343.14,-8.01
　2023/06/30 18:40,10,99,36.32,92.3,366.39,351.79,-14.6
　2023/06/30 18:50,8,102,36.35,92.6,398.52,377.09,-21.43
　2023/06/30 19:00,12,107,36.36,92.8,423.97,401.76,-22.21
　2023/06/30 19:10,11,107,36.38,93,439.62,411.88,-27.74
　2023/06/30 19:20,11,108,36.39,93.1,447.5,420.55,-26.95
　2023/06/30 19:30,10,108,36.41,93.3,471.26,436.62,-34.64
　2023/06/30 19:40,9,108,36.42,93.4,480.96,453.44,-27.52
　2023/06/30 19:50,6,108,36.42,93.4,475.17,461.47,-13.7
　2023/06/30 20:00,1,108,36.44,93.6,472.08,445.33,-26.75
　2023/06/30 20:10,1,108,36.43,93.5,479.75,452.41,-27.34
　2023/06/30 20:20,1,109,36.44,93.6,478.09,453.26,-24.83
　2023/06/30 20:30,3,111,36.44,93.6,467.94,446.56,-21.38
　2023/06/30 20:40,5,113,36.45,93.7,458.95,426.75,-32.2
　2023/06/30 20:50,7,115,36.46,93.9,461.01,427.69,-33.32
　2023/06/30 21:00,9,117,36.45,93.7,454.98,435.15,-19.83
　2023/06/30 21:10,10,118,36.46,93.9,437.73,436.13,-1.6
　2023/06/30 21:20,9,118,36.46,93.9,434.84,432.14,-2.7
　2023/06/30 21:30,7,118,36.47,94,445.44,432.21,-13.23
　2023/06/30 21:40,5,118,36.47,94,451.52,432.03,-19.49
　2023/06/30 21:50,4,119,36.46,93.9,432.37,431.33,-1.04
　2023/06/30 22:00,2,119,36.46,93.9,420.25,424.77,4.52
　2023/06/30 22:10,1,119,36.46,93.9,416.95,415.02,-1.93
　2023/06/30 22:20,1,119,36.45,93.7,412.41,408.71,-3.7
　2023/06/30 22:30,2,120,36.44,93.6,402.01,399.96,-2.05
　2023/06/30 22:40,2,120,36.45,93.7,388.67,385.23,-3.44
　2023/06/30 22:50,1,120,36.45,93.7,397.02,385.17,-11.85
　2023/06/30 23:00,1,120,36.44,93.6,390.14,384.59,-5.55
　2023/06/30 23:10,1,120,36.44,93.6,382.11,379.08,-3.03
　2023/06/30 23:20,1,120,36.45,93.7,377.5,369.65,-7.85
　2023/06/30 23:30,1,121,36.44,93.6,374.9,369.26,-5.64
　2023/06/30 23:40,11,131,36.46,93.9,385.39,370.15,-15.24
　2023/06/30 23:50,21,141,36.47,94,393.94,377.22,-16.72
　2023/06/30 24:00,29,149,36.51,94.4,429.25,398.62,-30.63
　2023/07/01 00:10,46,166,36.56,95,478.22,444.73,-33.49
　2023/07/01 00:20,52,172,36.62,95.7,552.45,505.19,-47.26
　2023/07/01 00:30,60,181,36.69,96.4,632.67,573.64,-59.03
　2023/07/01 00:40,60,191,36.77,97.4,741.22,667.58,-73.64
　2023/07/01 00:50,57,198,36.86,98.4,843.13,744.49,-98.64
　2023/07/01 01:00,54,203,36.93,99.2,943.48,838.59,-104.89
　2023/07/01 01:10,47,213,37.01,100,1029.99,914.42,-115.57
　2023/07/01 01:20,44,216,37.07,100,1106.73,981.38,-125.35
　2023/07/01 01:30,37,218,37.1,100,1144.03,1006.89,-137.14
　2023/07/01 01:40,28,219,37.18,100,1176.61,1040.28,-136.33
　2023/07/01 01:50,23,221,37.24,100,1205.94,1066.71,-139.23
　2023/07/01 02:00,20,223,37.28,100,1245.41,1078.5,-166.91
　2023/07/01 02:10,11,224,37.34,100,1266.09,1108.82,-157.27
　2023/07/01 02:20,10,226,37.39,100,1273.21,1128.72,-144.49
　2023/07/01 02:30,10,228,37.44,100,1291.66,1148.55,-143.11
　2023/07/01 02:40,12,231,37.49,100,1305.64,1168.17,-137.47
　2023/07/01 02:50,12,233,37.51,100,1308.43,1174.94,-133.49
　2023/07/01 03:00,11,234,37.55,100,1302.64,1188.17,-114.47
　2023/07/01 03:10,14,238,37.57,100,1295.29,1195.09,-100.2
　2023/07/01 03:20,14,240,37.62,100,1300.24,1182.57,-117.67
　2023/07/01 03:30,13,241,37.64,100,1298.21,1173.69,-124.52
　2023/07/01 03:40,10,241,37.66,100,1296.9,1164.33,-132.57
　2023/07/01 03:50,9,242,37.69,100,1270.48,1162.71,-107.77
　2023/07/01 04:00,8,242,37.71,100,1262.45,1166.65,-95.8
　2023/07/01 04:10,4,242,37.72,100,1232.79,1160.16,-72.63
　2023/07/01 04:20,3,243,37.73,100,1219.5,1161.88,-57.62
　2023/07/01 04:30,2,243,37.71,100,1189.77,1152.65,-37.12
　2023/07/01 04:40,2,243,37.73,100,1164.19,1091.21,-72.98
　2023/07/01 04:50,1,243,37.72,100,1140.27,1089.74,-50.53
　2023/07/01 05:00,1,243,37.73,100,1117.68,1039.75,-77.93
　2023/07/01 05:10,1,243,37.74,100,1095.33,1000.36,-94.97
　2023/07/01 05:20,0,243,37.74,100,1065.8,1000.47,-65.33
　2023/07/01 05:30,0,243,37.77,100,1041.88,953.12,-88.76
　2023/07/01 05:40,0,243,37.78,100,1018.43,900.46,-117.97
　2023/07/01 05:50,0,243,37.79,100,995.51,901.88,-93.63
　2023/07/01 06:00,0,243,37.79,100,967.41,901.73,-65.68
　2023/07/01 06:10,0,243,37.82,100,952.17,851.14,-101.03
　2023/07/01 06:20,0,243,37.86,100,950.47,855.85,-94.62
　2023/07/01 06:30,0,243,37.84,100,924.49,853.58,-70.91
　2023/07/01 06:40,0,243,37.88,100,897.43,802.74,-94.69
　2023/07/01 06:50,0,243,37.87,100,886.11,801.71,-84.4
　2023/07/01 07:00,0,243,37.9,100,875.34,805.01,-70.33
　2023/07/01 07:10,1,244,37.89,100,861.69,804.33,-57.36
　2023/07/01 07:20,1,244,37.93,100,838.97,752.92,-86.05
　2023/07/01 07:30,2,245,37.94,100,841.68,753.91,-87.77
　2023/07/01 07:40,2,245,37.92,100,821.13,752.03,-69.1
　2023/07/01 07:50,3,246,37.95,100,787.71,754.68,-33.03
　2023/07/01 08:00,3,246,37.97,100,785.2,700.38,-84.82
　2023/07/01 08:10,2,246,37.98,100,773.92,701.52,-72.4
　2023/07/01 08:20,2,246,37.96,100,755.2,699.75,-55.45
　2023/07/01 08:30,2,247,37.99,100,715.5,681.02,-34.48
　2023/07/01 08:40,2,247,37.99,100,717.88,680.86,-37.02
　2023/07/01 08:50,1,247,37.98,100,704.77,679.77,-25
　2023/07/01 09:00,1,247,37.98,100,683.02,659.61,-23.41
　2023/07/01 09:10,1,247,37.98,100,654.38,639.31,-15.07
　2023/07/01 09:20,2,248,37.98,100,650.11,618.32,-31.79
　2023/07/01 09:30,1,248,37.96,100,629.37,616.99,-12.38
　2023/07/01 09:40,1,248,37.99,100,615.34,579.64,-35.7
　2023/07/01 09:50,1,248,37.96,100,587.04,577.64,-9.4
　2023/07/01 10:00,1,248,37.97,100,583.34,559.68,-23.66
　2023/07/01 10:10,2,249,37.96,100,557.97,539.74,-18.23
　2023/07/01 10:20,1,249,37.97,100,552.7,520,-32.7
　2023/07/01 10:30,1,249,37.98,100,535.89,500.81,-35.08
　2023/07/01 10:40,1,249,37.95,100,516.77,499.04,-17.73
　2023/07/01 10:50,1,249,37.97,100,506.43,480.53,-25.9
　2023/07/01 11:00,2,250,37.96,100,483.14,472.99,-10.15
　2023/07/01 11:10,1,250,37.98,100,487.48,440.44,-47.04
　2023/07/01 11:20,1,250,37.97,100,469.74,446.91,-22.83
　2023/07/01 11:30,1,250,37.97,100,463.94,430.2,-33.74
　2023/07/01 11:40,1,250,37.98,100,445.58,430.61,-14.97
　2023/07/01 11:50,1,250,37.98,100,438.33,410.11,-28.22
　2023/07/01 12:00,0,250,37.98,100,430.26,410.11,-20.15
　2023/07/01 12:10,0,250,37.97,100,417.02,409.94,-7.08
　2023/07/01 12:20,0,250,37.98,100,406.86,389.55,-17.31
　2023/07/01 12:30,0,250,37.98,100,402.1,389.44,-12.66
　2023/07/01 12:40,0,250,37.97,100,391.9,377.05,-14.85
　2023/07/01 12:50,0,250,37.97,100,380.6,367.04,-13.56
　2023/07/01 13:00,0,250,37.98,100,370.61,352.3,-18.31
　2023/07/01 13:10,0,250,37.98,100,365.71,339.49,-26.22
　2023/07/01 13:20,0,250,37.97,100,354.84,338.99,-15.85
　2023/07/01 13:30,0,250,37.98,100,346.26,327.06,-19.2
　2023/07/01 13:40,0,250,37.98,100,341.62,321.7,-19.92
　2023/07/01 13:50,0,250,37.98,100,333.93,316.62,-17.31
　2023/07/01 14:00,0,250,37.98,100,324.76,311.27,-13.49
　2023/07/01 14:10,0,250,37.98,100,315.69,299.02,-16.67
　2023/07/01 14:20,0,250,37.98,100,308.4,299.21,-9.19
　2023/07/01 14:30,0,250,37.98,100,301.05,290.89,-10.16
　2023/07/01 14:40,0,250,37.98,100,295.2,290.93,-4.27
　2023/07/01 14:50,0,250,37.98,100,292.48,298.87,6.39
　2023/07/01 15:00,1,251,37.98,100,292.74,293.07,0.33
　2023/07/01 15:10,1,251,37.98,100,293.48,293.06,-0.42
　2023/07/01 15:20,2,252,37.98,100,293.84,293.1,-0.74
　2023/07/01 15:30,4,254,37.97,100,280.73,296.74,16.01
　2023/07/01 15:40,7,257,37.97,100,281.89,296.63,14.74
　2023/07/01 15:50,11,261,37.96,100,272.91,296.31,23.4
　2023/07/01 16:00,16,267,37.95,100,276.19,295.94,19.75
　2023/07/01 16:10,18,269,37.94,100,265.89,295.77,29.88
　2023/07/01 16:20,18,270,37.93,100,264.52,296.71,32.19
　2023/07/01 16:30,16,270,37.93,100,265.89,296.39,30.5
　2023/07/01 16:40,13,270,37.92,100,268.55,296.2,27.65
　2023/07/01 16:50,9,270,37.9,100,254.59,296.93,42.34
　2023/07/01 17:00,3,270,37.89,100,245.88,296.47,50.59
　2023/07/01 17:10,1,270,37.87,100,243.48,296.17,52.69
　2023/07/01 17:20,0,270,37.85,100,242.68,297.75,55.07
　2023/07/01 17:30,0,270,37.84,100,236.86,297.45,60.59
　2023/07/01 17:40,0,270,37.82,100,228.4,296.87,68.47
　2023/07/01 17:50,0,270,37.8,100,237.27,296.11,58.84
　2023/07/01 18:00,0,270,37.78,100,231.86,295.55,63.69
　2023/07/01 18:10,0,270,37.76,100,218.93,298.62,79.69
　2023/07/01 18:20,0,270,37.74,100,213.04,297.77,84.73
　2023/07/01 18:30,0,270,37.72,100,216.11,297.18,81.07
　2023/07/01 18:40,0,270,37.69,100,216.61,296.32,79.71
　2023/07/01 18:50,0,270,37.66,100,204.07,295.41,91.34
　2023/07/01 19:00,0,270,37.64,100,199.89,294.67,94.78
　2023/07/01 19:10,0,270,37.61,100,196.92,293.84,96.92
　2023/07/01 19:20,0,270,37.58,100,194.92,292.61,97.69
　2023/07/01 19:30,0,270,37.55,100,188.04,291.75,103.71
　2023/07/01 19:40,0,270,37.52,100,188.49,290.67,102.18
　2023/07/01 19:50,0,270,37.49,100,189.11,295.44,106.33
　2023/07/01 20:00,0,270,37.46,100,190.08,297.97,107.89
　2023/07/01 20:10,0,270,37.43,100,186.06,296.76,110.7
　2023/07/01 20:20,0,270,37.41,100,190.66,296.08,105.42
　2023/07/01 20:30,0,270,37.37,100,186.39,294.69,108.3
　2023/07/01 20:40,0,270,37.34,100,186,293.7,107.7
　2023/07/01 20:50,0,270,37.31,100,180.4,292.56,112.16
　2023/07/01 21:00,0,270,37.28,100,180.8,291.45,110.65
　2023/07/01 21:10,0,270,37.24,100,178.84,289.98,111.14
　2023/07/01 21:20,0,270,37.21,100,176.85,288.82,111.97
　2023/07/01 21:30,0,270,37.18,100,174.82,288.08,113.26
　2023/07/01 21:40,0,270,37.15,100,175.03,286.82,111.79
　2023/07/01 21:50,0,270,37.12,100,174.87,269.44,94.57
　2023/07/01 22:00,0,270,37.1,100,177.49,257.03,79.54
　2023/07/01 22:10,0,270,37.08,100,175.68,231.69,56.01
　2023/07/01 22:20,0,270,37.06,100,172.96,214.33,41.37
　2023/07/01 22:30,0,270,37.05,100,166.79,200.48,33.69
　2023/07/01 22:40,0,270,37.05,100,168.74,187.22,18.48
　2023/07/01 22:50,0,270,37.04,100,166.14,186.79,20.65
　2023/07/01 23:00,0,0,37.03,100,169.02,186.77,17.75
　2023/07/01 23:10,0,0,37.03,100,164.76,182.3,17.54
　2023/07/01 23:20,0,0,37.03,100,172.6,182.5,9.9
　2023/07/01 23:30,0,0,37.02,100,167.55,182.17,14.62
　2023/07/01 23:40,0,0,37.01,100,164.4,177.23,12.83
　2023/07/01 23:50,0,0,37.01,100,155.3,168.3,13
　2023/07/01 24:00,0,0,37.01,100,159.95,168.29,8.34
